budget,method,task,regime,seed,episode,accepted,breach,gated_success,gated_utility,predicted_revision_risk,realized_revision_risk
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,3,6,1,1,0.598979,0.369544,0.035909,0.088663
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,3,7,1,1,0.601452,0.396244,0.026439,0.094884
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,4,0,1,1,0.591603,0.377159,0.047228,0.096939
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,4,1,1,1,0.601847,0.358435,0.054783,0.097373
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,4,2,1,1,0.621179,0.408619,0.049625,0.080164
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,4,3,1,1,0.615352,0.373325,0.040517,0.101586
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,4,4,1,1,0.577244,0.354526,0.030476,0.095937
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,4,5,1,1,0.617179,0.385135,0.043912,0.088533
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,4,6,1,1,0.582596,0.342904,0.059922,0.113304
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,4,7,1,1,0.600552,0.373974,0.053324,0.104847
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,5,0,1,1,0.633241,0.403733,0.057428,0.090872
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,5,1,1,1,0.623173,0.381457,0.054996,0.105721
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,5,2,1,1,0.600862,0.372745,0.044315,0.105546
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,5,3,1,1,0.609969,0.374012,0.045573,0.085989
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,5,4,1,1,0.613935,0.387586,0.042319,0.087166
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,5,5,1,1,0.577500,0.350212,0.058719,0.100046
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,5,6,1,1,0.616157,0.388349,0.042740,0.112858
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,5,7,1,1,0.586911,0.361263,0.052023,0.094909
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,6,0,1,1,0.585594,0.330524,0.049832,0.120273
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,6,1,1,1,0.586174,0.337169,0.057988,0.100269
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,6,2,1,1,0.607812,0.380832,0.039855,0.091412
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,6,3,1,1,0.599207,0.357979,0.051735,0.097063
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,6,4,1,1,0.601048,0.354310,0.045346,0.092990
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,6,5,1,1,0.609362,0.374866,0.057547,0.095323
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,6,6,1,1,0.597329,0.349655,0.048179,0.090429
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,6,7,1,1,0.583793,0.339291,0.044954,0.105966
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,7,0,1,1,0.598660,0.351774,0.063816,0.103107
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,7,1,1,1,0.600248,0.372104,0.046095,0.099091
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,7,2,1,1,0.586025,0.355918,0.065558,0.098946
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,7,3,1,1,0.631084,0.402138,0.046212,0.086044
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,7,4,1,1,0.616190,0.375658,0.040506,0.109125
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,7,5,1,1,0.567537,0.317707,0.064375,0.096521
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,7,6,1,1,0.582054,0.325810,0.066903,0.098030
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,7,7,1,1,0.628386,0.397578,0.060296,0.097502
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,8,0,1,1,0.582520,0.349380,0.040263,0.106998
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,8,1,1,1,0.598747,0.350361,0.048799,0.112476
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,8,2,1,1,0.606763,0.366883,0.062187,0.108116
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,8,3,1,1,0.606019,0.351124,0.054166,0.111378
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,8,4,1,1,0.590462,0.346643,0.062900,0.094026
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,8,5,1,1,0.591744,0.364735,0.050141,0.084119
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,8,6,1,1,0.557563,0.321862,0.052243,0.095367
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,8,7,1,1,0.595450,0.365002,0.035690,0.102744
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,9,0,1,1,0.629599,0.396252,0.054766,0.095985
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,9,1,1,1,0.583426,0.340910,0.064964,0.104239
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,9,2,1,1,0.610490,0.380177,0.040743,0.091504
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,9,3,1,1,0.580333,0.353791,0.039404,0.097078
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,9,4,1,1,0.625216,0.370079,0.056966,0.092134
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,9,5,1,1,0.607619,0.378248,0.063384,0.112445
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,9,6,1,1,0.610798,0.373579,0.050455,0.108415
0.080000,conformal_intervention_filter,occluded_drawer_recovery,nominal,9,7,1,1,0.586414,0.351468,0.039312,0.104532
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,0,0,0,0,0.000000,-0.050000,0.100212,0.146278
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,0,1,0,0,0.000000,-0.050000,0.093947,0.141022
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,0,2,0,0,0.000000,-0.050000,0.115859,0.140718
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,0,3,0,0,0.000000,-0.050000,0.091919,0.148050
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,0,4,0,0,0.000000,-0.050000,0.103295,0.132807
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,0,5,0,0,0.000000,-0.050000,0.107865,0.135214
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,0,6,0,0,0.000000,-0.050000,0.106280,0.138494
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,0,7,0,0,0.000000,-0.050000,0.104470,0.158639
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,1,0,0,0,0.000000,-0.050000,0.097119,0.148834
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,1,1,0,0,0.000000,-0.050000,0.093938,0.138473
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,1,2,0,0,0.000000,-0.050000,0.085675,0.149141
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,1,3,0,0,0.000000,-0.050000,0.098837,0.153343
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,1,4,0,0,0.000000,-0.050000,0.116734,0.143647
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,1,5,0,0,0.000000,-0.050000,0.088656,0.150066
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,1,6,0,0,0.000000,-0.050000,0.099307,0.143979
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,1,7,0,0,0.000000,-0.050000,0.093652,0.147111
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,2,0,0,0,0.000000,-0.050000,0.094208,0.154310
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,2,1,0,0,0.000000,-0.050000,0.113121,0.148365
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,2,2,0,0,0.000000,-0.050000,0.110144,0.139338
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,2,3,0,0,0.000000,-0.050000,0.099868,0.144635
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,2,4,0,0,0.000000,-0.050000,0.084317,0.159355
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,2,5,0,0,0.000000,-0.050000,0.087294,0.133613
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,2,6,1,1,0.510279,0.151474,0.078339,0.147891
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,2,7,0,0,0.000000,-0.050000,0.099364,0.133779
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,3,0,0,0,0.000000,-0.050000,0.097187,0.146758
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,3,1,0,0,0.000000,-0.050000,0.104791,0.164959
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,3,2,0,0,0.000000,-0.050000,0.081657,0.133627
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,3,3,0,0,0.000000,-0.050000,0.102773,0.152339
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,3,4,0,0,0.000000,-0.050000,0.103682,0.133438
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,3,5,0,0,0.000000,-0.050000,0.099308,0.144835
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,3,6,0,0,0.000000,-0.050000,0.100160,0.138483
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,3,7,0,0,0.000000,-0.050000,0.103194,0.148300
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,4,0,0,0,0.000000,-0.050000,0.105018,0.160281
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,4,1,0,0,0.000000,-0.050000,0.104007,0.133820
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,4,2,0,0,0.000000,-0.050000,0.094495,0.138975
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,4,3,0,0,0.000000,-0.050000,0.098307,0.149116
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,4,4,0,0,0.000000,-0.050000,0.081233,0.146487
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,4,5,0,0,0.000000,-0.050000,0.094466,0.132842
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,4,6,0,0,0.000000,-0.050000,0.110607,0.145750
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,4,7,0,0,0.000000,-0.050000,0.088620,0.131524
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,5,0,0,0,0.000000,-0.050000,0.098312,0.162147
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,5,1,0,0,0.000000,-0.050000,0.088625,0.145391
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,5,2,0,0,0.000000,-0.050000,0.089570,0.139889
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,5,3,0,0,0.000000,-0.050000,0.110088,0.147584
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,5,4,0,0,0.000000,-0.050000,0.101485,0.137136
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,5,5,0,0,0.000000,-0.050000,0.105127,0.140135
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,5,6,0,0,0.000000,-0.050000,0.096020,0.125975
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,5,7,0,0,0.000000,-0.050000,0.096832,0.131077
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,6,0,0,0,0.000000,-0.050000,0.090083,0.139119
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,6,1,0,0,0.000000,-0.050000,0.105295,0.147665
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,6,2,0,0,0.000000,-0.050000,0.117278,0.148690
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,6,3,0,0,0.000000,-0.050000,0.103025,0.133205
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,6,4,1,1,0.541639,0.185350,0.078851,0.136854
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,6,5,0,0,0.000000,-0.050000,0.104887,0.146273
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,6,6,0,0,0.000000,-0.050000,0.107824,0.147423
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,6,7,0,0,0.000000,-0.050000,0.107793,0.128634
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,7,0,0,0,0.000000,-0.050000,0.104887,0.168246
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,7,1,0,0,0.000000,-0.050000,0.102899,0.135921
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,7,2,0,0,0.000000,-0.050000,0.105468,0.158813
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,7,3,1,1,0.569349,0.199335,0.072709,0.143448
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,7,4,0,0,0.000000,-0.050000,0.089242,0.127033
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,7,5,0,0,0.000000,-0.050000,0.111035,0.146270
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,7,6,0,0,0.000000,-0.050000,0.098229,0.136951
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,7,7,0,0,0.000000,-0.050000,0.097766,0.147675
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,8,0,0,0,0.000000,-0.050000,0.084958,0.147148
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,8,1,0,0,0.000000,-0.050000,0.093889,0.156036
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,8,2,0,0,0.000000,-0.050000,0.119473,0.149623
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,8,3,0,0,0.000000,-0.050000,0.108832,0.158587
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,8,4,0,0,0.000000,-0.050000,0.085391,0.135370
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,8,5,0,0,0.000000,-0.050000,0.098528,0.141210
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,8,6,0,0,0.000000,-0.050000,0.080203,0.145305
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,8,7,0,0,0.000000,-0.050000,0.117968,0.136410
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,9,0,0,0,0.000000,-0.050000,0.088959,0.144364
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,9,1,0,0,0.000000,-0.050000,0.104639,0.142433
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,9,2,0,0,0.000000,-0.050000,0.097623,0.134109
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,9,3,0,0,0.000000,-0.050000,0.110588,0.137808
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,9,4,0,0,0.000000,-0.050000,0.099510,0.143756
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,9,5,0,0,0.000000,-0.050000,0.098135,0.131913
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,9,6,0,0,0.000000,-0.050000,0.084166,0.137567
0.080000,conformal_intervention_filter,occluded_drawer_recovery,noisy_observation,9,7,0,0,0.000000,-0.050000,0.103829,0.160480
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,0,0,0,0,0.000000,-0.050000,0.133767,0.173124
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,0,1,0,0,0.000000,-0.050000,0.145090,0.175225
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,0,2,0,0,0.000000,-0.050000,0.135843,0.175548
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,0,3,0,0,0.000000,-0.050000,0.147785,0.169355
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,0,4,0,0,0.000000,-0.050000,0.145462,0.174071
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,0,5,0,0,0.000000,-0.050000,0.149968,0.169441
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,0,6,0,0,0.000000,-0.050000,0.137122,0.179735
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,0,7,0,0,0.000000,-0.050000,0.156796,0.165780
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,1,0,0,0,0.000000,-0.050000,0.143163,0.197106
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,1,1,0,0,0.000000,-0.050000,0.139482,0.193989
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,1,2,0,0,0.000000,-0.050000,0.155678,0.182148
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,1,3,0,0,0.000000,-0.050000,0.162745,0.180589
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,1,4,0,0,0.000000,-0.050000,0.150131,0.207790
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,1,5,0,0,0.000000,-0.050000,0.148763,0.189449
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,1,6,0,0,0.000000,-0.050000,0.149455,0.175411
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,1,7,0,0,0.000000,-0.050000,0.159756,0.188162
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,2,0,0,0,0.000000,-0.050000,0.124388,0.180911
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,2,1,0,0,0.000000,-0.050000,0.144248,0.190046
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,2,2,0,0,0.000000,-0.050000,0.165697,0.196151
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,2,3,0,0,0.000000,-0.050000,0.146785,0.187619
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,2,4,0,0,0.000000,-0.050000,0.143993,0.185377
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,2,5,0,0,0.000000,-0.050000,0.155008,0.186788
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,2,6,0,0,0.000000,-0.050000,0.145822,0.177212
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,2,7,0,0,0.000000,-0.050000,0.148762,0.193760
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,3,0,0,0,0.000000,-0.050000,0.146548,0.179496
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,3,1,0,0,0.000000,-0.050000,0.133795,0.180927
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,3,2,0,0,0.000000,-0.050000,0.127572,0.181136
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,3,3,0,0,0.000000,-0.050000,0.133297,0.182828
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,3,4,0,0,0.000000,-0.050000,0.143902,0.178071
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,3,5,0,0,0.000000,-0.050000,0.141575,0.177464
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,3,6,0,0,0.000000,-0.050000,0.150424,0.166083
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,3,7,0,0,0.000000,-0.050000,0.146588,0.180728
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,4,0,0,0,0.000000,-0.050000,0.134120,0.170670
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,4,1,0,0,0.000000,-0.050000,0.143507,0.180033
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,4,2,0,0,0.000000,-0.050000,0.142348,0.184336
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,4,3,0,0,0.000000,-0.050000,0.123453,0.175776
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,4,4,0,0,0.000000,-0.050000,0.139639,0.176367
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,4,5,0,0,0.000000,-0.050000,0.160476,0.180540
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,4,6,0,0,0.000000,-0.050000,0.154901,0.190637
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,4,7,0,0,0.000000,-0.050000,0.116930,0.175142
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,5,0,0,0,0.000000,-0.050000,0.132503,0.181560
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,5,1,0,0,0.000000,-0.050000,0.161431,0.190575
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,5,2,0,0,0.000000,-0.050000,0.145492,0.190357
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,5,3,0,0,0.000000,-0.050000,0.159018,0.194736
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,5,4,0,0,0.000000,-0.050000,0.144275,0.187104
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,5,5,0,0,0.000000,-0.050000,0.139949,0.184686
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,5,6,0,0,0.000000,-0.050000,0.149227,0.204819
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,5,7,0,0,0.000000,-0.050000,0.134866,0.182950
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,6,0,0,0,0.000000,-0.050000,0.148571,0.176145
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,6,1,0,0,0.000000,-0.050000,0.148774,0.192183
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,6,2,0,0,0.000000,-0.050000,0.128511,0.177167
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,6,3,0,0,0.000000,-0.050000,0.152829,0.182095
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,6,4,0,0,0.000000,-0.050000,0.137054,0.183172
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,6,5,0,0,0.000000,-0.050000,0.151860,0.185336
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,6,6,0,0,0.000000,-0.050000,0.138763,0.196068
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,6,7,0,0,0.000000,-0.050000,0.157467,0.176932
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,7,0,0,0,0.000000,-0.050000,0.150440,0.181539
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,7,1,0,0,0.000000,-0.050000,0.141829,0.184151
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,7,2,0,0,0.000000,-0.050000,0.149191,0.191401
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,7,3,0,0,0.000000,-0.050000,0.147536,0.188454
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,7,4,0,0,0.000000,-0.050000,0.126515,0.179712
0.080000,conformal_intervention_filter,occluded_drawer_recovery,false_human_hint,7,5,0,0,0.000000,-0.050000,0.146609,0.180740
