task,regime,split,difficulty,damage_prior,violation_pressure,intervention_ambiguity,operator_unreliability,deployment_shift,feedback_sparsity,horizon_pressure
payload_shift_pick,nominal,long_horizon_recovery,0.300000,0.090000,0.060000,0.050000,0.030000,0.360000,0.340000,0.740000
payload_shift_pick,nominal,combined_stress,0.300000,0.090000,0.060000,0.050000,0.030000,0.780000,0.700000,0.760000
payload_shift_pick,noisy_observation,in_distribution,0.300000,0.090000,0.240000,0.340000,0.080000,0.050000,0.080000,0.100000
payload_shift_pick,noisy_observation,new_operator_interventions,0.300000,0.090000,0.240000,0.340000,0.080000,0.400000,0.280000,0.240000
payload_shift_pick,noisy_observation,sparse_feedback,0.300000,0.090000,0.240000,0.340000,0.080000,0.560000,0.700000,0.360000
payload_shift_pick,noisy_observation,long_horizon_recovery,0.300000,0.090000,0.240000,0.340000,0.080000,0.360000,0.340000,0.740000
payload_shift_pick,noisy_observation,combined_stress,0.300000,0.090000,0.240000,0.340000,0.080000,0.780000,0.700000,0.760000
payload_shift_pick,false_human_hint,in_distribution,0.300000,0.090000,0.320000,0.420000,0.360000,0.050000,0.080000,0.100000
payload_shift_pick,false_human_hint,new_operator_interventions,0.300000,0.090000,0.320000,0.420000,0.360000,0.400000,0.280000,0.240000
payload_shift_pick,false_human_hint,sparse_feedback,0.300000,0.090000,0.320000,0.420000,0.360000,0.560000,0.700000,0.360000
payload_shift_pick,false_human_hint,long_horizon_recovery,0.300000,0.090000,0.320000,0.420000,0.360000,0.360000,0.340000,0.740000
payload_shift_pick,false_human_hint,combined_stress,0.300000,0.090000,0.320000,0.420000,0.360000,0.780000,0.700000,0.760000
payload_shift_pick,physical_rule_violation,in_distribution,0.300000,0.090000,0.580000,0.280000,0.120000,0.050000,0.080000,0.100000
payload_shift_pick,physical_rule_violation,new_operator_interventions,0.300000,0.090000,0.580000,0.280000,0.120000,0.400000,0.280000,0.240000
payload_shift_pick,physical_rule_violation,sparse_feedback,0.300000,0.090000,0.580000,0.280000,0.120000,0.560000,0.700000,0.360000
payload_shift_pick,physical_rule_violation,long_horizon_recovery,0.300000,0.090000,0.580000,0.280000,0.120000,0.360000,0.340000,0.740000
payload_shift_pick,physical_rule_violation,combined_stress,0.300000,0.090000,0.580000,0.280000,0.120000,0.780000,0.700000,0.760000
payload_shift_pick,contact_precondition_failure,in_distribution,0.300000,0.090000,0.640000,0.240000,0.110000,0.050000,0.080000,0.100000
payload_shift_pick,contact_precondition_failure,new_operator_interventions,0.300000,0.090000,0.640000,0.240000,0.110000,0.400000,0.280000,0.240000
payload_shift_pick,contact_precondition_failure,sparse_feedback,0.300000,0.090000,0.640000,0.240000,0.110000,0.560000,0.700000,0.360000
payload_shift_pick,contact_precondition_failure,long_horizon_recovery,0.300000,0.090000,0.640000,0.240000,0.110000,0.360000,0.340000,0.740000
payload_shift_pick,contact_precondition_failure,combined_stress,0.300000,0.090000,0.640000,0.240000,0.110000,0.780000,0.700000,0.760000
payload_shift_pick,actuator_model_break,in_distribution,0.300000,0.090000,0.700000,0.300000,0.100000,0.050000,0.080000,0.100000
payload_shift_pick,actuator_model_break,new_operator_interventions,0.300000,0.090000,0.700000,0.300000,0.100000,0.400000,0.280000,0.240000
payload_shift_pick,actuator_model_break,sparse_feedback,0.300000,0.090000,0.700000,0.300000,0.100000,0.560000,0.700000,0.360000
payload_shift_pick,actuator_model_break,long_horizon_recovery,0.300000,0.090000,0.700000,0.300000,0.100000,0.360000,0.340000,0.740000
payload_shift_pick,actuator_model_break,combined_stress,0.300000,0.090000,0.700000,0.300000,0.100000,0.780000,0.700000,0.760000
payload_shift_pick,environment_change_intervention,in_distribution,0.300000,0.090000,0.760000,0.340000,0.160000,0.050000,0.080000,0.100000
payload_shift_pick,environment_change_intervention,new_operator_interventions,0.300000,0.090000,0.760000,0.340000,0.160000,0.400000,0.280000,0.240000
payload_shift_pick,environment_change_intervention,sparse_feedback,0.300000,0.090000,0.760000,0.340000,0.160000,0.560000,0.700000,0.360000
payload_shift_pick,environment_change_intervention,long_horizon_recovery,0.300000,0.090000,0.760000,0.340000,0.160000,0.360000,0.340000,0.740000
payload_shift_pick,environment_change_intervention,combined_stress,0.300000,0.090000,0.760000,0.340000,0.160000,0.780000,0.700000,0.760000
payload_shift_pick,combined_intervention_stress,in_distribution,0.300000,0.090000,0.940000,0.780000,0.480000,0.050000,0.080000,0.100000
payload_shift_pick,combined_intervention_stress,new_operator_interventions,0.300000,0.090000,0.940000,0.780000,0.480000,0.400000,0.280000,0.240000
payload_shift_pick,combined_intervention_stress,sparse_feedback,0.300000,0.090000,0.940000,0.780000,0.480000,0.560000,0.700000,0.360000
payload_shift_pick,combined_intervention_stress,long_horizon_recovery,0.300000,0.090000,0.940000,0.780000,0.480000,0.360000,0.340000,0.740000
payload_shift_pick,combined_intervention_stress,combined_stress,0.300000,0.090000,0.940000,0.780000,0.480000,0.780000,0.700000,0.760000
deformable_contact_replan,nominal,in_distribution,0.340000,0.110000,0.060000,0.050000,0.030000,0.050000,0.080000,0.100000
deformable_contact_replan,nominal,new_operator_interventions,0.340000,0.110000,0.060000,0.050000,0.030000,0.400000,0.280000,0.240000
deformable_contact_replan,nominal,sparse_feedback,0.340000,0.110000,0.060000,0.050000,0.030000,0.560000,0.700000,0.360000
deformable_contact_replan,nominal,long_horizon_recovery,0.340000,0.110000,0.060000,0.050000,0.030000,0.360000,0.340000,0.740000
deformable_contact_replan,nominal,combined_stress,0.340000,0.110000,0.060000,0.050000,0.030000,0.780000,0.700000,0.760000
deformable_contact_replan,noisy_observation,in_distribution,0.340000,0.110000,0.240000,0.340000,0.080000,0.050000,0.080000,0.100000
deformable_contact_replan,noisy_observation,new_operator_interventions,0.340000,0.110000,0.240000,0.340000,0.080000,0.400000,0.280000,0.240000
deformable_contact_replan,noisy_observation,sparse_feedback,0.340000,0.110000,0.240000,0.340000,0.080000,0.560000,0.700000,0.360000
deformable_contact_replan,noisy_observation,long_horizon_recovery,0.340000,0.110000,0.240000,0.340000,0.080000,0.360000,0.340000,0.740000
deformable_contact_replan,noisy_observation,combined_stress,0.340000,0.110000,0.240000,0.340000,0.080000,0.780000,0.700000,0.760000
deformable_contact_replan,false_human_hint,in_distribution,0.340000,0.110000,0.320000,0.420000,0.360000,0.050000,0.080000,0.100000
deformable_contact_replan,false_human_hint,new_operator_interventions,0.340000,0.110000,0.320000,0.420000,0.360000,0.400000,0.280000,0.240000
deformable_contact_replan,false_human_hint,sparse_feedback,0.340000,0.110000,0.320000,0.420000,0.360000,0.560000,0.700000,0.360000
deformable_contact_replan,false_human_hint,long_horizon_recovery,0.340000,0.110000,0.320000,0.420000,0.360000,0.360000,0.340000,0.740000
deformable_contact_replan,false_human_hint,combined_stress,0.340000,0.110000,0.320000,0.420000,0.360000,0.780000,0.700000,0.760000
deformable_contact_replan,physical_rule_violation,in_distribution,0.340000,0.110000,0.580000,0.280000,0.120000,0.050000,0.080000,0.100000
deformable_contact_replan,physical_rule_violation,new_operator_interventions,0.340000,0.110000,0.580000,0.280000,0.120000,0.400000,0.280000,0.240000
deformable_contact_replan,physical_rule_violation,sparse_feedback,0.340000,0.110000,0.580000,0.280000,0.120000,0.560000,0.700000,0.360000
deformable_contact_replan,physical_rule_violation,long_horizon_recovery,0.340000,0.110000,0.580000,0.280000,0.120000,0.360000,0.340000,0.740000
deformable_contact_replan,physical_rule_violation,combined_stress,0.340000,0.110000,0.580000,0.280000,0.120000,0.780000,0.700000,0.760000
deformable_contact_replan,contact_precondition_failure,in_distribution,0.340000,0.110000,0.640000,0.240000,0.110000,0.050000,0.080000,0.100000
deformable_contact_replan,contact_precondition_failure,new_operator_interventions,0.340000,0.110000,0.640000,0.240000,0.110000,0.400000,0.280000,0.240000
deformable_contact_replan,contact_precondition_failure,sparse_feedback,0.340000,0.110000,0.640000,0.240000,0.110000,0.560000,0.700000,0.360000
deformable_contact_replan,contact_precondition_failure,long_horizon_recovery,0.340000,0.110000,0.640000,0.240000,0.110000,0.360000,0.340000,0.740000
deformable_contact_replan,contact_precondition_failure,combined_stress,0.340000,0.110000,0.640000,0.240000,0.110000,0.780000,0.700000,0.760000
deformable_contact_replan,actuator_model_break,in_distribution,0.340000,0.110000,0.700000,0.300000,0.100000,0.050000,0.080000,0.100000
deformable_contact_replan,actuator_model_break,new_operator_interventions,0.340000,0.110000,0.700000,0.300000,0.100000,0.400000,0.280000,0.240000
deformable_contact_replan,actuator_model_break,sparse_feedback,0.340000,0.110000,0.700000,0.300000,0.100000,0.560000,0.700000,0.360000
deformable_contact_replan,actuator_model_break,long_horizon_recovery,0.340000,0.110000,0.700000,0.300000,0.100000,0.360000,0.340000,0.740000
deformable_contact_replan,actuator_model_break,combined_stress,0.340000,0.110000,0.700000,0.300000,0.100000,0.780000,0.700000,0.760000
deformable_contact_replan,environment_change_intervention,in_distribution,0.340000,0.110000,0.760000,0.340000,0.160000,0.050000,0.080000,0.100000
deformable_contact_replan,environment_change_intervention,new_operator_interventions,0.340000,0.110000,0.760000,0.340000,0.160000,0.400000,0.280000,0.240000
deformable_contact_replan,environment_change_intervention,sparse_feedback,0.340000,0.110000,0.760000,0.340000,0.160000,0.560000,0.700000,0.360000
deformable_contact_replan,environment_change_intervention,long_horizon_recovery,0.340000,0.110000,0.760000,0.340000,0.160000,0.360000,0.340000,0.740000
deformable_contact_replan,environment_change_intervention,combined_stress,0.340000,0.110000,0.760000,0.340000,0.160000,0.780000,0.700000,0.760000
deformable_contact_replan,combined_intervention_stress,in_distribution,0.340000,0.110000,0.940000,0.780000,0.480000,0.050000,0.080000,0.100000
deformable_contact_replan,combined_intervention_stress,new_operator_interventions,0.340000,0.110000,0.940000,0.780000,0.480000,0.400000,0.280000,0.240000
deformable_contact_replan,combined_intervention_stress,sparse_feedback,0.340000,0.110000,0.940000,0.780000,0.480000,0.560000,0.700000,0.360000
deformable_contact_replan,combined_intervention_stress,long_horizon_recovery,0.340000,0.110000,0.940000,0.780000,0.480000,0.360000,0.340000,0.740000
deformable_contact_replan,combined_intervention_stress,combined_stress,0.340000,0.110000,0.940000,0.780000,0.480000,0.780000,0.700000,0.760000
mobile_base_intervention,nominal,in_distribution,0.280000,0.080000,0.060000,0.050000,0.030000,0.050000,0.080000,0.100000
mobile_base_intervention,nominal,new_operator_interventions,0.280000,0.080000,0.060000,0.050000,0.030000,0.400000,0.280000,0.240000
mobile_base_intervention,nominal,sparse_feedback,0.280000,0.080000,0.060000,0.050000,0.030000,0.560000,0.700000,0.360000
mobile_base_intervention,nominal,long_horizon_recovery,0.280000,0.080000,0.060000,0.050000,0.030000,0.360000,0.340000,0.740000
mobile_base_intervention,nominal,combined_stress,0.280000,0.080000,0.060000,0.050000,0.030000,0.780000,0.700000,0.760000
mobile_base_intervention,noisy_observation,in_distribution,0.280000,0.080000,0.240000,0.340000,0.080000,0.050000,0.080000,0.100000
mobile_base_intervention,noisy_observation,new_operator_interventions,0.280000,0.080000,0.240000,0.340000,0.080000,0.400000,0.280000,0.240000
mobile_base_intervention,noisy_observation,sparse_feedback,0.280000,0.080000,0.240000,0.340000,0.080000,0.560000,0.700000,0.360000
mobile_base_intervention,noisy_observation,long_horizon_recovery,0.280000,0.080000,0.240000,0.340000,0.080000,0.360000,0.340000,0.740000
mobile_base_intervention,noisy_observation,combined_stress,0.280000,0.080000,0.240000,0.340000,0.080000,0.780000,0.700000,0.760000
mobile_base_intervention,false_human_hint,in_distribution,0.280000,0.080000,0.320000,0.420000,0.360000,0.050000,0.080000,0.100000
mobile_base_intervention,false_human_hint,new_operator_interventions,0.280000,0.080000,0.320000,0.420000,0.360000,0.400000,0.280000,0.240000
mobile_base_intervention,false_human_hint,sparse_feedback,0.280000,0.080000,0.320000,0.420000,0.360000,0.560000,0.700000,0.360000
mobile_base_intervention,false_human_hint,long_horizon_recovery,0.280000,0.080000,0.320000,0.420000,0.360000,0.360000,0.340000,0.740000
mobile_base_intervention,false_human_hint,combined_stress,0.280000,0.080000,0.320000,0.420000,0.360000,0.780000,0.700000,0.760000
mobile_base_intervention,physical_rule_violation,in_distribution,0.280000,0.080000,0.580000,0.280000,0.120000,0.050000,0.080000,0.100000
mobile_base_intervention,physical_rule_violation,new_operator_interventions,0.280000,0.080000,0.580000,0.280000,0.120000,0.400000,0.280000,0.240000
mobile_base_intervention,physical_rule_violation,sparse_feedback,0.280000,0.080000,0.580000,0.280000,0.120000,0.560000,0.700000,0.360000
mobile_base_intervention,physical_rule_violation,long_horizon_recovery,0.280000,0.080000,0.580000,0.280000,0.120000,0.360000,0.340000,0.740000
mobile_base_intervention,physical_rule_violation,combined_stress,0.280000,0.080000,0.580000,0.280000,0.120000,0.780000,0.700000,0.760000
mobile_base_intervention,contact_precondition_failure,in_distribution,0.280000,0.080000,0.640000,0.240000,0.110000,0.050000,0.080000,0.100000
mobile_base_intervention,contact_precondition_failure,new_operator_interventions,0.280000,0.080000,0.640000,0.240000,0.110000,0.400000,0.280000,0.240000
mobile_base_intervention,contact_precondition_failure,sparse_feedback,0.280000,0.080000,0.640000,0.240000,0.110000,0.560000,0.700000,0.360000
mobile_base_intervention,contact_precondition_failure,long_horizon_recovery,0.280000,0.080000,0.640000,0.240000,0.110000,0.360000,0.340000,0.740000
mobile_base_intervention,contact_precondition_failure,combined_stress,0.280000,0.080000,0.640000,0.240000,0.110000,0.780000,0.700000,0.760000
mobile_base_intervention,actuator_model_break,in_distribution,0.280000,0.080000,0.700000,0.300000,0.100000,0.050000,0.080000,0.100000
mobile_base_intervention,actuator_model_break,new_operator_interventions,0.280000,0.080000,0.700000,0.300000,0.100000,0.400000,0.280000,0.240000
mobile_base_intervention,actuator_model_break,sparse_feedback,0.280000,0.080000,0.700000,0.300000,0.100000,0.560000,0.700000,0.360000
mobile_base_intervention,actuator_model_break,long_horizon_recovery,0.280000,0.080000,0.700000,0.300000,0.100000,0.360000,0.340000,0.740000
mobile_base_intervention,actuator_model_break,combined_stress,0.280000,0.080000,0.700000,0.300000,0.100000,0.780000,0.700000,0.760000
mobile_base_intervention,environment_change_intervention,in_distribution,0.280000,0.080000,0.760000,0.340000,0.160000,0.050000,0.080000,0.100000
mobile_base_intervention,environment_change_intervention,new_operator_interventions,0.280000,0.080000,0.760000,0.340000,0.160000,0.400000,0.280000,0.240000
mobile_base_intervention,environment_change_intervention,sparse_feedback,0.280000,0.080000,0.760000,0.340000,0.160000,0.560000,0.700000,0.360000
mobile_base_intervention,environment_change_intervention,long_horizon_recovery,0.280000,0.080000,0.760000,0.340000,0.160000,0.360000,0.340000,0.740000
mobile_base_intervention,environment_change_intervention,combined_stress,0.280000,0.080000,0.760000,0.340000,0.160000,0.780000,0.700000,0.760000
mobile_base_intervention,combined_intervention_stress,in_distribution,0.280000,0.080000,0.940000,0.780000,0.480000,0.050000,0.080000,0.100000
mobile_base_intervention,combined_intervention_stress,new_operator_interventions,0.280000,0.080000,0.940000,0.780000,0.480000,0.400000,0.280000,0.240000
mobile_base_intervention,combined_intervention_stress,sparse_feedback,0.280000,0.080000,0.940000,0.780000,0.480000,0.560000,0.700000,0.360000
mobile_base_intervention,combined_intervention_stress,long_horizon_recovery,0.280000,0.080000,0.940000,0.780000,0.480000,0.360000,0.340000,0.740000
mobile_base_intervention,combined_intervention_stress,combined_stress,0.280000,0.080000,0.940000,0.780000,0.480000,0.780000,0.700000,0.760000
tool_use_correction,nominal,in_distribution,0.320000,0.100000,0.060000,0.050000,0.030000,0.050000,0.080000,0.100000
tool_use_correction,nominal,new_operator_interventions,0.320000,0.100000,0.060000,0.050000,0.030000,0.400000,0.280000,0.240000
tool_use_correction,nominal,sparse_feedback,0.320000,0.100000,0.060000,0.050000,0.030000,0.560000,0.700000,0.360000
tool_use_correction,nominal,long_horizon_recovery,0.320000,0.100000,0.060000,0.050000,0.030000,0.360000,0.340000,0.740000
tool_use_correction,nominal,combined_stress,0.320000,0.100000,0.060000,0.050000,0.030000,0.780000,0.700000,0.760000
tool_use_correction,noisy_observation,in_distribution,0.320000,0.100000,0.240000,0.340000,0.080000,0.050000,0.080000,0.100000
tool_use_correction,noisy_observation,new_operator_interventions,0.320000,0.100000,0.240000,0.340000,0.080000,0.400000,0.280000,0.240000
tool_use_correction,noisy_observation,sparse_feedback,0.320000,0.100000,0.240000,0.340000,0.080000,0.560000,0.700000,0.360000
tool_use_correction,noisy_observation,long_horizon_recovery,0.320000,0.100000,0.240000,0.340000,0.080000,0.360000,0.340000,0.740000
tool_use_correction,noisy_observation,combined_stress,0.320000,0.100000,0.240000,0.340000,0.080000,0.780000,0.700000,0.760000
tool_use_correction,false_human_hint,in_distribution,0.320000,0.100000,0.320000,0.420000,0.360000,0.050000,0.080000,0.100000
tool_use_correction,false_human_hint,new_operator_interventions,0.320000,0.100000,0.320000,0.420000,0.360000,0.400000,0.280000,0.240000
tool_use_correction,false_human_hint,sparse_feedback,0.320000,0.100000,0.320000,0.420000,0.360000,0.560000,0.700000,0.360000
tool_use_correction,false_human_hint,long_horizon_recovery,0.320000,0.100000,0.320000,0.420000,0.360000,0.360000,0.340000,0.740000
tool_use_correction,false_human_hint,combined_stress,0.320000,0.100000,0.320000,0.420000,0.360000,0.780000,0.700000,0.760000
tool_use_correction,physical_rule_violation,in_distribution,0.320000,0.100000,0.580000,0.280000,0.120000,0.050000,0.080000,0.100000
tool_use_correction,physical_rule_violation,new_operator_interventions,0.320000,0.100000,0.580000,0.280000,0.120000,0.400000,0.280000,0.240000
tool_use_correction,physical_rule_violation,sparse_feedback,0.320000,0.100000,0.580000,0.280000,0.120000,0.560000,0.700000,0.360000
tool_use_correction,physical_rule_violation,long_horizon_recovery,0.320000,0.100000,0.580000,0.280000,0.120000,0.360000,0.340000,0.740000
tool_use_correction,physical_rule_violation,combined_stress,0.320000,0.100000,0.580000,0.280000,0.120000,0.780000,0.700000,0.760000
tool_use_correction,contact_precondition_failure,in_distribution,0.320000,0.100000,0.640000,0.240000,0.110000,0.050000,0.080000,0.100000
tool_use_correction,contact_precondition_failure,new_operator_interventions,0.320000,0.100000,0.640000,0.240000,0.110000,0.400000,0.280000,0.240000
tool_use_correction,contact_precondition_failure,sparse_feedback,0.320000,0.100000,0.640000,0.240000,0.110000,0.560000,0.700000,0.360000
tool_use_correction,contact_precondition_failure,long_horizon_recovery,0.320000,0.100000,0.640000,0.240000,0.110000,0.360000,0.340000,0.740000
tool_use_correction,contact_precondition_failure,combined_stress,0.320000,0.100000,0.640000,0.240000,0.110000,0.780000,0.700000,0.760000
tool_use_correction,actuator_model_break,in_distribution,0.320000,0.100000,0.700000,0.300000,0.100000,0.050000,0.080000,0.100000
tool_use_correction,actuator_model_break,new_operator_interventions,0.320000,0.100000,0.700000,0.300000,0.100000,0.400000,0.280000,0.240000
tool_use_correction,actuator_model_break,sparse_feedback,0.320000,0.100000,0.700000,0.300000,0.100000,0.560000,0.700000,0.360000
tool_use_correction,actuator_model_break,long_horizon_recovery,0.320000,0.100000,0.700000,0.300000,0.100000,0.360000,0.340000,0.740000
tool_use_correction,actuator_model_break,combined_stress,0.320000,0.100000,0.700000,0.300000,0.100000,0.780000,0.700000,0.760000
tool_use_correction,environment_change_intervention,in_distribution,0.320000,0.100000,0.760000,0.340000,0.160000,0.050000,0.080000,0.100000
tool_use_correction,environment_change_intervention,new_operator_interventions,0.320000,0.100000,0.760000,0.340000,0.160000,0.400000,0.280000,0.240000
tool_use_correction,environment_change_intervention,sparse_feedback,0.320000,0.100000,0.760000,0.340000,0.160000,0.560000,0.700000,0.360000
tool_use_correction,environment_change_intervention,long_horizon_recovery,0.320000,0.100000,0.760000,0.340000,0.160000,0.360000,0.340000,0.740000
tool_use_correction,environment_change_intervention,combined_stress,0.320000,0.100000,0.760000,0.340000,0.160000,0.780000,0.700000,0.760000
tool_use_correction,combined_intervention_stress,in_distribution,0.320000,0.100000,0.940000,0.780000,0.480000,0.050000,0.080000,0.100000
tool_use_correction,combined_intervention_stress,new_operator_interventions,0.320000,0.100000,0.940000,0.780000,0.480000,0.400000,0.280000,0.240000
tool_use_correction,combined_intervention_stress,sparse_feedback,0.320000,0.100000,0.940000,0.780000,0.480000,0.560000,0.700000,0.360000
tool_use_correction,combined_intervention_stress,long_horizon_recovery,0.320000,0.100000,0.940000,0.780000,0.480000,0.360000,0.340000,0.740000
tool_use_correction,combined_intervention_stress,combined_stress,0.320000,0.100000,0.940000,0.780000,0.480000,0.780000,0.700000,0.760000
bin_packing_recovery,nominal,in_distribution,0.360000,0.120000,0.060000,0.050000,0.030000,0.050000,0.080000,0.100000
bin_packing_recovery,nominal,new_operator_interventions,0.360000,0.120000,0.060000,0.050000,0.030000,0.400000,0.280000,0.240000
bin_packing_recovery,nominal,sparse_feedback,0.360000,0.120000,0.060000,0.050000,0.030000,0.560000,0.700000,0.360000
bin_packing_recovery,nominal,long_horizon_recovery,0.360000,0.120000,0.060000,0.050000,0.030000,0.360000,0.340000,0.740000
bin_packing_recovery,nominal,combined_stress,0.360000,0.120000,0.060000,0.050000,0.030000,0.780000,0.700000,0.760000
bin_packing_recovery,noisy_observation,in_distribution,0.360000,0.120000,0.240000,0.340000,0.080000,0.050000,0.080000,0.100000
bin_packing_recovery,noisy_observation,new_operator_interventions,0.360000,0.120000,0.240000,0.340000,0.080000,0.400000,0.280000,0.240000
bin_packing_recovery,noisy_observation,sparse_feedback,0.360000,0.120000,0.240000,0.340000,0.080000,0.560000,0.700000,0.360000
bin_packing_recovery,noisy_observation,long_horizon_recovery,0.360000,0.120000,0.240000,0.340000,0.080000,0.360000,0.340000,0.740000
bin_packing_recovery,noisy_observation,combined_stress,0.360000,0.120000,0.240000,0.340000,0.080000,0.780000,0.700000,0.760000
bin_packing_recovery,false_human_hint,in_distribution,0.360000,0.120000,0.320000,0.420000,0.360000,0.050000,0.080000,0.100000
